instance_name,iteration,current_cost,best_cost,num_routes,total_demand,avg_route_len,feasibility_penalty,perc_unserved_nodes,destroy_op_name,repair_op_name,destroy_op_idx,repair_op_idx,ruin_frac,cost_delta,is_improvement,is_new_best
C1_2_1,11,2983.359400454986,2983.359400454986,20,3530,9.9999999995,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.145,275.03065804638436,0,0
C1_2_1,12,2983.359400454986,2983.359400454986,20,3530,9.9999999995,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.23,175.4320655905076,0,0
C1_2_1,13,2983.359400454986,2983.359400454986,20,3530,9.9999999995,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.135,19.401990805110017,0,0
C1_2_1,14,2983.359400454986,2983.359400454986,20,3530,9.9999999995,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.155,19.401990805110017,0,0
C1_2_1,15,2983.359400454986,2983.359400454986,20,3530,9.9999999995,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.145,19.401990805110017,0,0
C1_2_1,16,2983.359400454986,2983.359400454986,20,3530,9.9999999995,42.48442512041083,0.0,_destroy_random,_repair_regret2,0,1,0.1,-42.48442512041083,1,1
C1_2_1,17,2940.874975334575,2940.874975334575,20,3530,9.9999999995,31.96556248395109,0.0,_destroy_random,_repair_best_insertion,0,0,0.235,-31.96556248395109,1,1
C1_2_1,18,2908.909412850624,2908.909412850624,20,3530,9.9999999995,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.135,213.12324275206765,0,0
C1_2_1,19,2908.909412850624,2908.909412850624,20,3530,9.9999999995,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.22,126.50407880583725,0,0
C1_2_1,20,2908.909412850624,2908.909412850624,20,3530,9.9999999995,98.60657367903923,0.0,_destroy_cluster,_repair_regret2,2,1,0.175,-98.60657367903923,1,1
C1_2_1,21,2810.3028391715848,2810.3028391715848,20,3530,9.9999999995,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.115,90.40932624592142,0,0
C1_2_1,22,2810.3028391715848,2810.3028391715848,20,3530,9.9999999995,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.18,167.43989535020046,0,0
C1_2_1,23,2810.3028391715848,2810.3028391715848,20,3530,9.9999999995,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.13,150.84794762277033,0,0
C1_2_1,24,2810.3028391715848,2810.3028391715848,21,3530,9.52380952335601,-257.4581268494576,0.0,_destroy_random,_repair_best_insertion,0,0,0.245,257.4581268494576,0,0
C1_2_1,25,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.235,66.42863737586458,0,0
C1_2_1,26,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.19,13.849041278717323,0,0
C1_2_1,27,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.095,22.34704218212528,0,0
C1_2_1,28,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.14,27.142702456544612,0,0
C1_2_1,29,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.09,50.69467375882323,0,0
C1_2_1,30,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.09,105.63411521132048,0,0
C1_2_1,31,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.125,27.142702456544612,0,0
C1_2_1,32,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.125,155.63899834020503,0,0
C1_2_1,33,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.14,27.142702456544612,0,0
C1_2_1,34,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.16,23.577678190589722,0,0
C1_2_1,35,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.22,186.21360764551764,0,0
C1_2_1,36,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.14,27.142702456544612,0,0
C1_2_1,37,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.145,91.63299155514369,0,0
C1_2_1,38,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.165,23.577678190589722,0,0
C1_2_1,39,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.18,238.5304993448135,0,0
C1_2_1,40,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.19,13.849041278717323,0,0
C1_2_1,41,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.195,13.849041278717323,0,0
C1_2_1,42,3067.7609660210423,2810.3028391715848,21,3530,9.52380952335601,13.901464615795248,0.0,_destroy_random,_repair_regret2,0,1,0.135,-13.901464615795248,1,0
C1_2_1,43,3053.859501405247,2810.3028391715848,21,3530,9.52380952335601,1.4607897542896353,0.0,_destroy_worst,_repair_best_insertion,1,0,0.12,-1.4607897542896353,1,0
C1_2_1,44,3052.3987116509575,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.145,0.163324965056745,0,0
C1_2_1,45,3052.3987116509575,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.22,303.9254916939303,0,0
C1_2_1,46,3052.3987116509575,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.18,326.6291464059609,0,0
C1_2_1,47,3052.3987116509575,2810.3028391715848,21,3530,9.52380952335601,0.45423750282407127,0.0,_destroy_random,_repair_regret2,0,1,0.115,-0.45423750282407127,1,0
C1_2_1,48,3051.9444741481334,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.11,196.58843677812865,0,0
C1_2_1,49,3051.9444741481334,2810.3028391715848,21,3530,9.52380952335601,30.74033201080192,0.0,_destroy_random,_repair_regret2,0,1,0.22,-30.74033201080192,1,0
C1_2_1,50,3021.2041421373315,2810.3028391715848,21,3530,9.52380952335601,5.534574275565319,0.0,_destroy_random,_repair_best_insertion,0,0,0.115,-5.534574275565319,1,0
C1_2_1,51,3015.669567861766,2810.3028391715848,21,3530,9.52380952335601,89.83142026332825,0.0,_destroy_worst,_repair_best_insertion,1,0,0.185,-89.83142026332825,1,0
C1_2_1,52,2925.838147598438,2810.3028391715848,21,3530,9.52380952335601,-9.45987377956044,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.095,9.45987377956044,0,0
C1_2_1,53,2935.2980213779983,2810.3028391715848,21,3530,9.52380952335601,21.84014547872357,0.0,_destroy_worst,_repair_regret2,1,1,0.14,-21.84014547872357,1,0
C1_2_1,54,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.15,313.7806142484137,0,0
C1_2_1,55,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.24,0.0,0,0
C1_2_1,56,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.155,0.0,0,0
C1_2_1,57,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.14,299.76537730473774,0,0
C1_2_1,58,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.1,28.421373389732253,0,0
C1_2_1,59,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.19,0.0,0,0
C1_2_1,60,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.105,87.78879314655478,0,0
C1_2_1,61,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.23,0.0,0,0
C1_2_1,62,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.135,0.0,0,0
C1_2_1,63,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.17,346.28776732271217,0,0
C1_2_1,64,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.08,0.0,0,0
C1_2_1,65,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.11,243.46690432792866,0,0
C1_2_1,66,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.1,204.9269111730032,0,0
C1_2_1,67,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.165,180.81943807288553,0,0
C1_2_1,68,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.175,105.78011797117597,0,0
C1_2_1,69,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.18,0.0,0,0
C1_2_1,70,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.125,0.0,0,0
C1_2_1,71,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.22,494.89637219567476,0,0
C1_2_1,72,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.11,0.0,0,0
C1_2_1,73,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.245,0.0,0,0
C1_2_1,74,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.16,0.0,0,0
C1_2_1,75,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.23,301.47420907935293,0,0
C1_2_1,76,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.105,0.0,0,0
C1_2_1,77,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.225,251.69032971237857,0,0
C1_2_1,78,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.195,374.2353541922903,0,0
C1_2_1,79,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.105,0.0,0,0
C1_2_1,80,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.235,169.74964031327954,0,0
C1_2_1,81,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.225,311.2575169719453,0,0
C1_2_1,82,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.16,0.0,0,0
C1_2_1,83,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.195,140.77316640963045,0,0
C1_2_1,84,2913.4578758992748,2810.3028391715848,22,3530,9.090909090495868,-140.77316640963045,0.0,_destroy_worst,_repair_regret2,1,1,0.195,140.77316640963045,0,0
C1_2_1,85,3054.231042308905,2810.3028391715848,22,3530,9.090909090495868,112.67326698871057,0.0,_destroy_worst,_repair_best_insertion,1,0,0.14,-112.67326698871057,1,0
C1_2_1,86,2941.5577753201947,2810.3028391715848,21,3530,9.52380952335601,28.099899420919883,0.0,_destroy_worst,_repair_regret2,1,1,0.13,-28.099899420919883,1,0
C1_2_1,87,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.195,129.8614791953055,0,0
C1_2_1,88,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.22,691.1934406376322,0,0
C1_2_1,89,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.155,0.0,0,0
C1_2_1,90,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.165,0.0,0,0
C1_2_1,91,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.09,0.0,0,0
C1_2_1,92,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.15,0.0,0,0
C1_2_1,93,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.2,0.0,0,0
C1_2_1,94,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.15,38.25368673884077,0,0
C1_2_1,95,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.145,0.0,0,0
C1_2_1,96,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.085,0.0,0,0
C1_2_1,97,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.22,0.43829143340053633,0,0
C1_2_1,98,2913.4578758992748,2810.3028391715848,21,3530,9.52380952335601,-95.30065521183451,0.0,_destroy_cluster,_repair_regret2,2,1,0.24,95.30065521183451,0,0
C1_2_1,99,3008.7585311111093,2810.3028391715848,21,3530,9.52380952335601,34.79720007318019,0.0,_destroy_random,_repair_regret2,0,1,0.21,-34.79720007318019,1,0
C1_2_1,100,2973.961331037929,2810.3028391715848,21,3530,9.52380952335601,3.016990400702525,0.0,_destroy_random,_repair_regret2,0,1,0.22,-3.016990400702525,1,0
C1_2_1,101,2970.9443406372266,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.19,105.20918528240873,0,0
C1_2_1,102,2970.9443406372266,2810.3028391715848,21,3530,9.52380952335601,1.744384100946263,0.0,_destroy_random,_repair_best_insertion,0,0,0.18,-1.744384100946263,1,0
C1_2_1,103,2969.1999565362803,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.125,207.03706239639814,0,0
C1_2_1,104,2969.1999565362803,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.165,0.0,0,0
C1_2_1,105,2969.1999565362803,2810.3028391715848,21,3530,9.52380952335601,38.231410915056586,0.0,_destroy_random,_repair_best_insertion,0,0,0.125,-38.231410915056586,1,0
C1_2_1,106,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.135,0.0,0,0
C1_2_1,107,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.19,105.78011797117642,0,0
C1_2_1,108,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.135,338.14239203290344,0,0
C1_2_1,109,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.14,125.4310933040233,0,0
C1_2_1,110,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.185,1.2606997087350464,0,0
C1_2_1,111,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.23,0.0,0,0
C1_2_1,112,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.19,0.0,0,0
C1_2_1,113,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.23,0.0,0,0
C1_2_1,114,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.165,153.9177204275743,0,0
C1_2_1,115,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.2,105.78011797117642,0,0
C1_2_1,116,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.185,0.0,0,0
C1_2_1,117,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.125,119.67378046714794,0,0
C1_2_1,118,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.235,0.0,0,0
C1_2_1,119,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.135,0.0,0,0
C1_2_1,120,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.2,0.0,0,0
C1_2_1,121,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.24,585.5697479652126,0,0
C1_2_1,122,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.17,0.0,0,0
C1_2_1,123,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.095,0.0,0,0
C1_2_1,124,2930.9685456212237,2810.3028391715848,21,3530,9.52380952335601,21.172098690326493,0.0,_destroy_random,_repair_regret2,0,1,0.2,-21.172098690326493,1,0
C1_2_1,125,2909.796446930897,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.215,327.27581336519916,0,0
C1_2_1,126,2909.796446930897,2810.3028391715848,21,3530,9.52380952335601,1.7676406368900643,0.0,_destroy_worst,_repair_best_insertion,1,0,0.215,-1.7676406368900643,1,0
C1_2_1,127,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.185,34.62357145837268,0,0
C1_2_1,128,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.125,0.0,0,0
C1_2_1,129,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.225,0.0,0,0
C1_2_1,130,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.235,163.70946322774762,0,0
C1_2_1,131,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.175,317.9265112976368,0,0
C1_2_1,132,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.13,0.0,0,0
C1_2_1,133,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.195,0.0,0,0
C1_2_1,134,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.225,146.2673000457221,0,0
C1_2_1,135,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.13,314.10525854635125,0,0
C1_2_1,136,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.105,0.0,0,0
C1_2_1,137,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_regret2,1,1,0.14,0.0,0,0
C1_2_1,138,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.1,0.0,0,0
C1_2_1,139,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.08,0.0,0,0
C1_2_1,140,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.095,0.0,0,0
C1_2_1,141,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.22,52.51977816898125,0,0
C1_2_1,142,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.155,58.91165206550113,0,0
C1_2_1,143,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.145,8.399251796765839,0,0
C1_2_1,144,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.095,0.0,0,0
C1_2_1,145,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_regret2,0,1,0.245,235.85586553937992,0,0
C1_2_1,146,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.1,101.87488949130147,0,0
C1_2_1,147,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.215,155.24343720271781,0,0
C1_2_1,148,2908.028806294007,2810.3028391715848,21,3530,9.52380952335601,-8.546407189448473,0.0,_destroy_cluster,_repair_regret2,2,1,0.08,8.546407189448473,0,0
C1_2_1,149,2916.5752134834556,2810.3028391715848,21,3530,9.52380952335601,3.6035056945693213,0.0,_destroy_worst,_repair_regret2,1,1,0.145,-3.6035056945693213,1,0
C1_2_1,150,2912.9717077888863,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.155,37.01264498672117,0,0
C1_2_1,151,2912.9717077888863,2810.3028391715848,21,3530,9.52380952335601,2.108729497814693,0.0,_destroy_worst,_repair_regret2,1,1,0.085,-2.108729497814693,1,0
C1_2_1,152,2910.8629782910716,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_random,_repair_best_insertion,0,0,0.12,151.12582454260246,0,0
C1_2_1,153,2910.8629782910716,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_regret2,2,1,0.125,233.24447222720391,0,0
C1_2_1,154,2910.8629782910716,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_worst,_repair_best_insertion,1,0,0.115,0.0,0,0
C1_2_1,155,2910.8629782910716,2810.3028391715848,21,3530,9.52380952335601,-52.884420947743365,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.11,52.884420947743365,0,0
C1_2_1,156,2963.747399238815,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.155,186.71351449495387,0,0
C1_2_1,157,2963.747399238815,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.08,218.3007574614535,0,0
C1_2_1,158,2963.747399238815,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.115,211.48889481709602,0,0
C1_2_1,159,2963.747399238815,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.095,57.108274083783726,0,0
C1_2_1,160,2963.747399238815,2810.3028391715848,21,3530,9.52380952335601,0.0,0.0,_destroy_cluster,_repair_best_insertion,2,0,0.14,295.1870440051589,0,0
C1_2_1,161,2963.747399238815,2810.3028391715848,21,3530,9.52380952335601,-21.161202840542046,0.0,_destroy_cluster,_repair_regret2,2,1,0.205,21.161202840542046,0,0
